institution_id,name,city,township,type,status,website_url,website_state,google_maps_url,google_maps_state,facebook_url,facebook_state,tiktok_url,tiktok_state,verified_platform_count,missing_platforms
1,မြန်မာ့စီးပွားရေးစီမံခန့်ခွဲမှုပညာကောလိပ်,Mandalay,ချမ်းအေးသာစံမြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://mcu.edu.mm/,verified,,missing,https://www.facebook.com/MyanmarCommercialCollege/,verified,,missing,2,"google_maps,tiktok"
211,Marcon Language Centre,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
212,Innovative Dragon Management Centre,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
213,Global Green Light Chinese Language Centre,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
214,CTC International Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
215,SKY Home Japanese Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
216,Sakura Japanese Language Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
217,Stargate International Learning Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
218,MIRAI Japanese Language Center,Yangon,မင်္ဂလာဒုံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
219,SILVER EIGHT Japanese Language Center,Yangon,မင်္ဂလာဒုံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
22,MINGALAR GARDENER Centre (Korea),Mandalay,ချမ်းမြသာစည်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
220,The Language Garden Center,Yangon,အင်းစိန်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
221,အမ်စီစီ(နဝဒေး) လှိုင်သာယာ(၂) ကွန်ပျူတာသင်တန်း,Yangon,လှိုင်သာယာ (အရှေ့)မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
222,Ponnami Language Center(PLC),Yangon,ရန်ကင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
223,YECC (YANGON EDUCATION CREATION CORNER),Yangon,ရန်ကင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
224,YS Flora Myanmar Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
225,NNS Japanese Language School,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
226,ချိန်ယု ဘာသာရပ်သင် ကိုယ်ပိုင်သင်တန်းကျောင်း,Yangon,ဗိုလ်တထောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
227,KAUNG PYAE Japanese Language Center,Yangon,ခရမ်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
228,YOUTH Training Center,Yangon,ကျောက်တံတားမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
229,J-SAT Career Development Center,Yangon,ကျောက်တံတား မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
23,Zenith International Education Centre,Mandalay,ချမ်းအေးသာစံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
230,Executive Garden International Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
231,Executive Garden International Center,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
232,J.ISM Language Center,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
233,J.ISM Language Center,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
234,Mirai Yangon Japanese Language Training Center,Yangon,မြောက်ဥက္ကလာပမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
235,Noble Learning Hub Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
236,Momiji Japanese Language Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
237,SUCCESS LANGUAGE Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
238,Myanmar IVY Business & Technology Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
239,LA SALLE LEARNING CENTRE,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
24,CSK Chinese Language and Education Centre,Mandalay,မဟာအောင်မြေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
240,Kyoshin Language Center Yangon,Yangon,တောင်ဥက္ကလာပမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
241,Lawkanat Japanese Language Centre,Yangon,ရန်ကင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
242,Trust Point Hospitality Training Center,Yangon,မင်္ဂလာတောင်ညွှန့်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
243,Mahar Euphoria Education Centre (MEEC),Yangon,ဒဂုံမြို့,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
244,Caroline English Language Centre (CELC ),Yangon,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း)မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
245,The Best Language Centre,Yangon,ဒဂုံ(အရှေ့ပိုင်း) မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
246,EFG Learning Centre,Yangon,ဒဂုံ(ဆိပ်ကမ်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
247,Assumption Learning Loft Centre,Yangon,တွံတေးမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
248,GIC Japanese Language and IT Centre,Yangon,လမ်းမတော် မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
249,TRS English Language Centre,Yangon,ဒဂုံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
25,STAR English Centre,Mandalay,မဟာအောင်မြေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
250,Sakura Sisters Language Centre (Japanese),Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
251,M & K Japanese Language School (Centre),Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
252,M & K Japanese Language School (Centre),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
253,KAZUMICHI Japanese Language Centre,Yangon,မြောက်ဥက္ကလာပ မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
254,Sabe Phyu Japanese Language School (Centre),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
255,BOWEN တရုတ်ဘာသာစကားသင်တန်း စင်တာ (2),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
256,MLI Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
257,Musubi Japanese Language Center,Yangon,လှိုင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
258,New Pathway Education IT & Language Centre,Yangon,အင်းစိန်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
259,Shwe Myanmar Japanese Language School (Centre),Yangon,အင်းစိန်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
26,BIS English Centre,Mandalay,မိတ္ထီလာမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
260,A4 IGCSE School (Centre),Yangon,ဒဂုံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
261,I-Connect Training Centre,Yangon,အလုံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
262,Info Myanmar Vocational School (Centre),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
263,Wall Street English Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
264,Kids and Us Centre (English),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
265,Logiscool Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
266,MYANMA FUTURE LIGHT (Centre),Yangon,တောင်ဥက္ကလာပမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
267,Nationwide International Language Center,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
268,SPS Education Center,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
269,UAS Myanmar Language Center,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
27,JMJC Centre (Japan),Mandalay,ချမ်းအေးသာစံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
270,Sugoi Japanese Language School (Centre),Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
271,Nazareth Education ကိုးရီးယားဘာသာ စကားသင်တန်းကျောင်း (၂),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
272,Nazareth Education (4),Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
273,Nazareth Education (5),Yangon,ဒဂုံ (မြောက်) မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
274,လှိုင်ရိပ်မွန် English Language Center,Yangon,ဒလမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
275,LINKSS Japanese Language & Job Acquire Centre,Yangon,ကျောက်တံတားမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
276,PS Business School (Centre),Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
277,Advance Technology Centre နည်းပညာ သက်မွေးသင်တန်းကျောင်း,Yangon,စမ်းချောင်း မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
278,Goryeo Korean Language Center,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
279,YUME TSUKURI JAPANESE LANGUAGE CENTER,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
28,I Can Read English Language Centre,Mandalay,Not parsed from MOE address,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
280,RISE Education Centre,Yangon,ရန်ကင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
281,SAKAMOTO MATHS CENTRE,Yangon,ရန်ကင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
282,Global Change Japanese Language School (Centre),Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
283,JM Unity Japanese Language Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
284,TA TA Japanese Language Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
285,Moshi Moshi Japanese Language Center,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
286,AVA Professional Center,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
287,Megumi Japanese Language Center,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
288,The Student Language Centre,Yangon,ပုဇွန်တောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
289,Victory Education& Language Centre အင်္ဂလိပ်စာ သင်တန်းကျောင်း,Yangon,ပုဇွန်တောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
29,GUSTO College,Yangon,ကမာရွတ်မြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://gusto-education.com/,verified,,missing,https://www.facebook.com/GUSTOCollege,unverified,,missing,1,"google_maps,tiktok"
290,MHR Management Center,Yangon,ကျောက်တံတားမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
291,ACM Japanese Language Center,Yangon,လမ်းမတော်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
292,BRIGHT STARS CENTRE,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
293,DE LA SALLE LEARNING CENTRE,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
294,YUNA EDUCATION CENTER,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
295,Shin Land Education Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
296,MAY ZONE TRAINING CENTER,Yangon,အင်းစိန်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
297,SKY Tree Japanese Language Centre,Yangon,သင်္ဃန်းကျွန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
298,Japan Ready Functions Training School (Centre),Yangon,တောင်ဥက္ကလာပ မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
299,Metro IT & JAPANESE LANGUAGE CENTRE,Yangon,သာကေတမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
3,STI Myanmar College,Mandalay,ချမ်းမြသာစည်မြို့နယ်,Private College,MOE listed + official web verified,https://stiedu.net/,verified,,missing,https://www.facebook.com/STIMyanmarUni,unverified,,missing,1,"google_maps,tiktok"
30,RVi College,Yangon,ကမာရွတ်မြို့နယ်,Private College,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
300,Welcome Korea ဘာသာစကားသင်တန်း,Yangon,ဒဂုံဆိပ်ကမ်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
301,JUNKO (Japanese Language Centre) Branch-1,Yangon,သန်လျင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
302,JUNKO (Japanese Language Centre),Yangon,ကျောက်တန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
303,"CARNIVAL Slim Hospitality and Management, English Language Training Centre",Yangon,ကျောက်တံတားမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
304,Sayar Phyo (IGCSE) Centre,Yangon,လမ်းမတော်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
305,Kingyo Japanese Language Center,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
306,MBTC Centre,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
307,IAT (Institute of Advanced Technologies Centre),Yangon,လှိုင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
308,MAKER X SPACE CENTRE,Yangon,Not parsed from MOE address,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
309,Japanese Juku Japanese language Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
31,AU MIT Myanmar College,Yangon,ကမာရွတ်မြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://www.aumitmyanmar.com/,verified,,missing,https://www.facebook.com/AUMITMyanmarCollege/about/,verified,,missing,2,"google_maps,tiktok"
310,Axel Asia Japanese Training Center,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
311,HIBIKI Centre (Japan),Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
312,Brilliant Stars Int'l Language School (Centre),Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
313,The Grand Era Education Centre,Yangon,ဗိုလ်တထောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
314,Ajisai Japanese Language Center,Yangon,ပန်းပဲတန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
315,Kotobuki Centre,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
316,EDVANTAGE Japanese Language School (Centre),Yangon,စမ်းချောင်း မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
317,San Myint Mo Foreign Language Centre,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
318,Korea Ace Myanmar Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
319,Hinomaru Education Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
32,AUSTON College,Yangon,ကမာရွတ်မြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://auston.edu.mm/,verified,,missing,https://www.facebook.com/austoncollege/,verified,https://www.tiktok.com/@auston_college,unverified,2,google_maps
320,"SUPER GENIUS International Mathematics, Science and English Centre",Yangon,တိုက်ကြီးမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
321,Yume Yuki Japanese Language School Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
322,Ya Ya Ya Japanese Learning Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
323,Light Korean Language Center,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
324,K-IT COMPUTER TRAINING CENTRE,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
325,GOLDEN MYANMAR Languages Center,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
326,Ya Ma Japanese Language Centre ဂျပန် ဘာသာသင်တန်းကျောင်း,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
327,LOGOS japanese Language Centre,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
328,IKI IKI Japanese Language Center,Yangon,ဒဂုံဆိပ်ကမ်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
